"ID","Name","Age","Nationality","Club","Value","Wage","SprintSpeed","Stamina","Strength","Rep"
200607,"C. Schindler",28,"Germany","Huddersfield Town",1e+07,48000,65,68,78,1
225953,"S. Bergwijn",20,"Netherlands","PSV",15500000,15000,88,71,73,1
232097,"A. Harit",21,"Morocco","FC Schalke 04",14500000,27000,79,73,32,2
158626,"M. Debuchy",32,"France","AS Saint-Étienne",5500000,31000,73,74,72,3
172962,"V. Moses",27,"Nigeria","Chelsea",1.1e+07,105000,77,85,69,2
173474,"Z. Junuzović",30,"Austria","FC Red Bull Salzburg",9500000,39000,69,92,65,2
178085,"Granero",30,"Spain","RCD Espanyol",9500000,30000,50,55,68,2
189606,"J. Baumgartlinger",30,"Austria","Bayer 04 Leverkusen",7500000,53000,71,89,78,2
188840,"Miguel Lopes",31,"Portugal","Akhisar Belediyespor",7e+06,19000,77,90,75,2
158121,"B. Costil",30,"France","FC Girondins de Bordeaux",6500000,32000,53,28,65,NA
215466,"N. Maksimović",26,"Serbia","Napoli",1.1e+07,54000,68,67,86,2
242348,"Loren",24,"Spain","Real Betis",1.4e+07,25000,66,60,61,1
193198,"N. Gudelj",26,"Serbia","Sporting CP",10500000,19000,65,91,88,2
206511,"M. Arnold",24,"Germany","VfL Wolfsburg",13500000,40000,64,77,67,2
225711,"A. Diallo",22,"France","Borussia Dortmund",1.3e+07,39000,77,76,78,2
237239,"E. Bardhi",22,"FYR Macedonia","Levante UD",1.4e+07,23000,66,71,49,1
198584,"K. Mbodji",28,"Senegal","FC Nantes",9500000,22000,69,82,94,2
213432,"F. Ferreyra",27,"Argentina","SL Benfica",1.2e+07,15000,72,72,73,1
212153,"R. Gagliardini",24,"Italy","Inter",11500000,46000,68,85,71,2
184252,"L. Pratto",30,"Argentina","River Plate",1e+07,28000,72,74,91,2
186302,"E. Hernández",30,"Mexico","Cruz Azul",1e+07,29000,77,77,58,1
159171,"Jurado",32,"Spain","Al Ahli",8e+06,41000,67,60,57,2
193476,"R. Cabella",28,"France","AS Saint-Étienne",10500000,36000,77,73,50,2
216266,"K. Tete",22,"Netherlands","Olympique Lyonnais",11500000,47000,79,77,76,2
224458,"Diogo Jota",21,"Portugal","Wolverhampton Wanderers",15500000,56000,76,82,72,2
137677,"M. Vorm",34,"Netherlands","Tottenham Hotspur",4200000,59000,54,36,65,NA
137677,"M. Vorm",34,"Netherlands","Tottenham Hotspur",4200000,59000,54,36,65,NA
226766,"Daniel Podence",22,"Portugal","Olympiacos CFP",1.4e+07,1000,92,72,30,1
187598,"Rafael Tolói",27,"Brazil","Atalanta",1e+07,27000,68,53,69,2
204240,"B. Reynet",27,"France","Toulouse Football Club",8500000,24000,45,34,68,NA
223952,"David Soria",25,"Spain","Getafe CF",9e+06,18000,34,43,76,NA
180432,"Hernanes",33,"Brazil","Hebei China Fortune FC",6e+06,19000,59,71,72,3
186581,"K. Honda",32,"Japan","Melbourne Victory",8e+06,12000,76,68,69,3
230360,"Everticinho",30,"Brazil","Grêmio",7500000,29000,76,88,68,1
161754,"Javi García",31,"Spain","Real Betis",7e+06,23000,62,76,79,2
212187,"P. Max",24,"Germany","FC Augsburg",1.1e+07,22000,85,85,66,1
215259,"E. Rigoni",25,"Argentina","Atalanta",1.3e+07,29000,90,80,58,1
223197,"E. Ünal",21,"Turkey","Real Valladolid CF",14500000,28000,74,71,79,1
163806,"Sergio",31,"Spain","RC Celta",6500000,19000,43,33,62,NA
203487,"J. Lascelles",24,"England","Newcastle United",1.2e+07,39000,63,70,84,1
182495,"M. Cáceres",31,"Uruguay","Lazio",7e+06,44000,78,69,72,2
204259,"S. Arias",26,"Colombia","Atlético Madrid",10500000,46000,86,90,69,2
143587,"F. Belluschi",34,"Argentina","San Lorenzo de Almagro",5e+06,24000,69,67,72,2
212196,"P. Sisto",23,"Denmark","RC Celta",1.4e+07,25000,81,80,64,1
213732,"A. Selikhov",24,"Russia","Spartak Moscow",9500000,1000,48,24,65,NA
189156,"Daniel Carriço",29,"Portugal","Sevilla FC",8e+06,18000,54,59,77,2
200677,"Pedro Mendes",27,"Portugal","Montpellier HSC",1e+07,26000,63,75,79,1
208104,"Matheus",25,"Brazil","SC Braga",9500000,12000,47,32,71,NA
210665,"M. Halstenberg",26,"Germany","RB Leipzig",1e+07,45000,74,79,78,2
206058,"M. De Sciglio",25,"Italy","Juventus",10500000,78000,79,87,68,2
169706,"J. Cork",29,"England","Burnley",1e+07,58000,54,92,77,2
173546,"J. Tomkins",29,"England","Crystal Palace",9e+06,53000,49,65,79,2
180714,"Guilherme",32,"Russia","Lokomotiv Moscow",6e+06,1000,40,34,71,NA
210411,"Otávio",23,"Brazil","FC Porto",1.4e+07,13000,74,63,54,1
170733,"Gervinho",31,"Ivory Coast","Parma",9e+06,49000,90,78,55,3
189165,"J. Shelvey",26,"England","Newcastle United",12500000,50000,63,76,71,2
214766,"C. Izquierdoz",29,"Argentina","Boca Juniors",9e+06,25000,50,84,80,1
215792,"Jemerson",25,"Brazil","AS Monaco",1.1e+07,55000,65,67,78,2
216816,"G. Simeone",22,"Argentina","Fiorentina",1.5e+07,53000,78,74,72,2
178416,"J. Lens",30,"Netherlands","Beşiktaş JK",1e+07,50000,90,74,77,2
212977,"N. Stark",23,"Germany","Hertha BSC",1.2e+07,24000,78,70,79,1
164082,"Adriano",33,"Brazil","Beşiktaş JK",4e+06,45000,73,74,67,2
193011,"S. Cook",27,"England","Bournemouth",8500000,58000,53,68,78,1
150516,"L. Podolski",33,"Germany","Vissel Kobe",6500000,11000,75,70,81,3
212213,"Ricardo Esgaio",25,"Portugal","SC Braga",12500000,16000,74,87,59,1
222709,"Petros",29,"Brazil","Al Nassr",1e+07,43000,73,88,71,1
210935,"D. Berardi",23,"Italy","Sassuolo",1.4e+07,50000,79,70,65,2
220407,"M. Dúbravka",29,"Slovakia","Newcastle United",8500000,39000,44,40,60,NA
198648,"B. Natcho",30,"Israel","Olympiacos CFP",9500000,1000,66,66,70,2
211706,"Pere Pons",25,"Spain","Girona FC",13500000,31000,67,81,68,1
173306,"C. Ansaldi",31,"Argentina","Torino",7e+06,54000,76,78,67,2
206591,"M. Weiser",24,"Germany","Bayer 04 Leverkusen",11500000,45000,84,79,64,2
219391,"G. Escalante",25,"Argentina","SD Eibar",11500000,22000,72,86,73,1
172287,"Manu García",32,"Spain","Deportivo Alavés",6e+06,24000,61,81,78,1
184575,"R. Alessandrini",29,"France","LA Galaxy",1e+07,11000,90,74,60,2
205569,"J. Ward-Prowse",23,"England","Southampton",1.2e+07,41000,57,78,57,2
172290,"D. Zurutuza",31,"France","Real Sociedad",7500000,28000,59,61,72,1
177666,"M. Harnik",31,"Austria","SV Werder Bremen",8e+06,31000,78,79,76,2
185090,"B. Moukandjo",29,"Cameroon","Beijing Renhe FC",9e+06,25000,93,80,65,2
197891,"Juanmi",25,"Spain","Real Sociedad",1.1e+07,29000,76,70,46,1
220932,"L. Kalinić",28,"Croatia","KAA Gent",7500000,18000,39,31,73,NA
229636,"G. Pereiro",23,"Uruguay","PSV",1.2e+07,15000,75,67,75,1
236295,"Aarón Martín",21,"Spain","1. FSV Mainz 05",1.1e+07,18000,72,69,63,1
177159,"F. Johnson",30,"United States","Borussia Mönchengladbach",8500000,29000,86,76,60,2
215051,"L. López",28,"Argentina","Genoa",7e+06,13000,66,55,79,3
231691,"A. Lafont",19,"France","Fiorentina",1.2e+07,11000,45,40,70,NA
231691,"A. Lafont",19,"France","Fiorentina",1.2e+07,11000,45,40,70,NA
183820,"M. Dossevi",30,"Togo","Toulouse Football Club",8500000,30000,80,71,58,1
189196,"Caiuby",29,"Brazil","FC Augsburg",8500000,27000,87,86,81,2
192012,"D. Reyes",25,"Mexico","Fenerbahçe SK",1e+07,52000,65,68,69,3
208141,"Gabriel",24,"Brazil","SL Benfica",11500000,11000,51,73,79,1
146701,"Iván Ramis",33,"Spain","SD Eibar",3600000,22000,35,67,89,2
181262,"M. Suchý",30,"Czech Republic","FC Basel 1893",6500000,26000,67,80,84,1
203535,"T. Vilhena",23,"Netherlands","Feyenoord",11500000,13000,72,85,75,2
199952,"E. Çolak",27,"Turkey","Al Wehda",9500000,27000,68,69,40,2
203280,"V. Germain",28,"France","Olympique de Marseille",9e+06,49000,77,80,61,2
156432,"G. Hoarau",34,"France","BSC Young Boys",4700000,26000,51,67,89,2
135697,"Sergio García",35,"Spain","RCD Espanyol",4100000,23000,69,50,72,2
228881,"D. Calabria",21,"Italy","Milan",12500000,49000,77,81,64,1
183569,"E. Choupo-Moting",29,"Cameroon","Paris Saint-Germain",8500000,69000,78,76,76,2
204819,"E. Sala",27,"Argentina","FC Nantes",9500000,29000,61,92,84,2
212755,"J. Hendrix",23,"Netherlands","PSV",1e+07,13000,69,85,73,1
219411,"J. Izquierdo",25,"Colombia","Brighton & Hove Albion",10500000,45000,90,74,59,2
220948,"S. Sydorchuk",27,"Ukraine","Dynamo Kyiv",1e+07,1000,65,78,73,1
187924,"C. Grenier",27,"France","Stade Rennais FC",1e+07,32000,58,66,73,2
200215,"S. Rode",27,"Germany","Borussia Dortmund",8500000,43000,64,69,74,2
175895,"V. Odjidja-Ofoe",29,"Belgium","KAA Gent",8500000,24000,64,75,83,2
176919,"N. Guzmán",32,"Argentina","Tigres U.A.N.L.",5e+06,38000,52,38,79,NA
214040,"F. Fabra",27,"Colombia","Boca Juniors",8e+06,22000,88,89,81,1
186905,"A. Barnes",28,"Austria","Burnley",9e+06,59000,60,77,78,1
198683,"M. Gabbiadini",26,"Italy","Southampton",1.1e+07,51000,70,63,71,2
135451,"Gomes",37,"Brazil","Watford",6e+05,25000,52,27,64,NA
186395,"M. Ritchie",28,"Scotland","Newcastle United",9e+06,49000,73,76,59,1
188955,"G. Bou",28,"Argentina","Racing Club",9e+06,26000,78,80,75,1
205340,"Marcelo",28,"Brazil","Sporting CP",7e+06,14000,65,67,72,1
146460,"Javi Fuego",34,"Spain","Villarreal CF",2700000,28000,42,69,77,2
230685,"E. Akbaba",25,"Turkey","Galatasaray SK",1.1e+07,51000,77,83,61,1
226078,"Trezeguet",23,"Egypt","Kasimpaşa SK",11500000,14000,85,78,67,3
219681,"J. Amavi",24,"France","Olympique de Marseille",1e+07,34000,80,78,70,1
231969,"R. Malinovskyi",25,"Ukraine","KRC Genk",11500000,17000,73,78,69,1
215330,"J. Correa",23,"Argentina","Lazio",1.2e+07,39000,79,75,74,1
186146,"D. Welbeck",27,"England","Arsenal",9500000,95000,83,74,75,3
200228,"Bruno",28,"Spain","Getafe CF",8e+06,23000,35,71,88,1
183332,"F. Bartels",31,"Germany","SV Werder Bremen",8e+06,29000,79,71,50,2
202789,"A. Schwolow",26,"Germany","SC Freiburg",7e+06,19000,38,31,67,NA
178213,"E. Capoue",29,"France","Watford",7e+06,50000,49,78,77,2
215079,"P. Pérez",32,"Argentina","Boca Juniors",6500000,24000,69,74,78,1
230183,"Gazzolisco",30,"Brazil","Internacional",6500000,26000,82,89,82,1
110376,"Jonatan Soriano",32,"Spain","Beijing Sinobo Guoan FC",7e+06,23000,53,70,69,2
211241,"Rubén Peña",26,"Spain","SD Eibar",8500000,22000,88,77,64,1
185132,"Mikel San José",29,"Spain","Athletic Club de Bilbao",8500000,25000,38,76,79,2
204077,"M. Niang",23,"Senegal","Stade Rennais FC",1.2e+07,40000,91,68,69,2
190765,"P. Groß",27,"Germany","Brighton & Hove Albion",1e+07,47000,65,93,71,2
200752,"Juan Jesus",27,"Brazil","Roma",7500000,51000,78,75,82,2
196144,"J. Martínez",31,"Colombia","Portimonense SC",8e+06,22000,68,75,85,3
204338,"C. Kerbrat",31,"France","En Avant de Guingamp",6e+06,23000,66,73,77,1
221491,"N. Elvedi",21,"Switzerland","Borussia Mönchengladbach",1.1e+07,19000,73,78,77,2
157492,"J. Valdivia",34,"Chile","Colo-Colo",4500000,10000,69,71,63,2
182836,"A. Carroll",29,"England","West Ham United",9e+06,80000,50,50,92,2
196150,"T. Gutiérrez",33,"Colombia","Junior FC",5500000,6000,59,67,75,2
227127,"Álex Remiro",23,"Spain","Athletic Club de Bilbao",9e+06,15000,46,42,68,NA
199737,"Wilson Eduardo",27,"Portugal","SC Braga",9500000,17000,81,68,68,1
223033,"Jorge Meré",21,"Spain","1. FC Köln",10500000,15000,68,67,72,1
213051,"M. Elneny",25,"Egypt","Arsenal",9500000,76000,60,92,68,1
214332,"D. Torres",28,"Colombia","Deportivo Alavés",7e+06,24000,53,79,78,1
209981,"Y. Bounou",27,"Morocco","Girona FC",7500000,22000,34,43,69,NA
209981,"Y. Bounou",27,"Morocco","Girona FC",7500000,22000,34,43,69,NA
219455,"J. Calleri",24,"Argentina","Deportivo Alavés",1.2e+07,24000,72,74,71,1
230463,"Simão Acunha",30,"Brazil","Atlético Mineiro",8500000,35000,77,73,64,1
183871,"N. Müller",30,"Germany","Eintracht Frankfurt",8500000,34000,85,73,57,2
205632,"L. Ocampos",23,"Argentina","Olympique de Marseille",1.2e+07,38000,79,82,78,2
169792,"J. Rodriguez",28,"England","West Bromwich Albion",9e+06,41000,77,76,72,2
162369,"V. Ibišević",33,"Bosnia Herzegovina","Hertha BSC",5500000,31000,44,51,77,2
189250,"S. Rondón",28,"Venezuela","Newcastle United",9e+06,41000,68,72,85,2
189506,"Victor Sánchez",30,"Spain","RCD Espanyol",6500000,26000,61,68,59,1
203843,"D. Suárez",30,"Uruguay","Getafe CF",6500000,22000,80,83,73,1
148803,"K. Huntelaar",34,"Netherlands","Ajax",4700000,20000,57,53,78,3
216643,"L. Dubois",23,"France","Olympique Lyonnais",10500000,44000,68,74,65,1
190531,"E. Mangala",27,"France","Manchester City",8500000,90000,67,64,87,2
146758,"Soldado",33,"Spain","Fenerbahçe SK",5500000,65000,60,55,70,3
193862,"André Pinto",28,"Portugal","Sporting CP",7e+06,14000,47,64,88,1
186953,"O. Kıvrak",30,"Turkey","Trabzonspor",5500000,24000,60,40,68,NA
192073,"A. Bertolacci",27,"Italy","Milan",9e+06,75000,73,77,67,2
192841,"E. Giaccherini",33,"Italy","Chievo Verona",5500000,20000,67,69,54,2
220746,"A. Živković",21,"Serbia","SL Benfica",12500000,11000,82,70,40,1
226378,"R. Ábila",28,"Argentina","Boca Juniors",9e+06,27000,67,68,89,1
178250,"P. Diop",32,"Senegal","SD Eibar",5e+06,22000,54,76,88,1
202316,"T. Chandler",28,"United States","Eintracht Frankfurt",7e+06,33000,79,79,82,2
140620,"R. Klavan",32,"Estonia","Cagliari",5e+06,30000,51,55,74,2
214092,"A. Miranchuk",22,"Russia","Lokomotiv Moscow",1.2e+07,1000,75,74,64,1
191053,"T. Rincón",30,"Venezuela","Torino",8e+06,42000,69,87,77,2
182862,"M. Pereira",34,"Uruguay","FC Porto",2500000,13000,69,74,63,3
190799,"C. Borges",30,"Costa Rica","Göztepe SK",6500000,24000,58,75,76,2
152912,"J. Sand",37,"Argentina","Deportivo Cali",3200000,3000,39,57,73,1
155984,"Markel Bergara",32,"Spain","Getafe CF",5e+06,22000,32,68,81,1
170320,"L. De Silvestri",30,"Italy","Torino",6500000,38000,72,75,78,2
137809,"Vágner Love",34,"Brazil","Beşiktaş JK",4700000,50000,73,73,76,3
214097,"B. Bourigeaud",24,"France","Stade Rennais FC",11500000,28000,70,77,65,1
163155,"B. Foster",35,"England","Watford",2100000,25000,48,32,57,NA
139860,"J. Morel",34,"France","Olympique Lyonnais",2700000,51000,69,79,77,2
152916,"R. Sambueza",34,"Argentina","Deportivo Toluca",4500000,26000,71,79,75,1
183125,"T. Deeney",30,"England","Watford",8500000,56000,57,71,91,2
185174,"A. Poli",28,"Italy","Bologna",9e+06,34000,75,76,65,2
195671,"C. Austin",28,"England","Southampton",9e+06,53000,58,55,78,1
221016,"N. Vukčević",26,"Montenegro","Levante UD",9e+06,23000,56,76,75,1
201049,"L. Tonelli",28,"Italy","Sampdoria",8500000,53000,71,61,73,2
153177,"M. Zárate",31,"Argentina","Boca Juniors",8e+06,26000,75,69,66,2
207707,"Marçal",29,"Brazil","Olympique Lyonnais",6500000,54000,77,80,71,2
220253,"Munir",22,"Spain","FC Barcelona",12500000,115000,80,69,63,2
188253,"J. McCarthy",27,"Republic of Ireland","Everton",7500000,74000,58,69,71,2
192350,"J. Aquino",28,"Mexico","Tigres U.A.N.L.",9e+06,54000,88,75,36,1
193887,"H. Pérez",29,"Paraguay","RCD Espanyol",8500000,29000,76,67,69,1
140384,"Jô",31,"Brazil","Nagoya Grampus",8e+06,11000,72,70,85,2
229984,"B. Chilwell",21,"England","Leicester City",10500000,40000,78,80,66,1
176994,"R. Gurtner",31,"France","Amiens SC",5500000,15000,49,38,68,NA
182882,"C. Sánchez",32,"Colombia","West Ham United",5e+06,65000,66,77,86,2
202851,"G. Defrel",27,"France","Sampdoria",9500000,60000,87,59,58,2
229476,"W. Anton",21,"Germany","Hannover 96",1.1e+07,22000,67,72,78,1
192358,"S. Padt",28,"Netherlands","FC Groningen",7500000,9000,35,30,69,NA
215399,"Rúben Vezo",24,"Portugal","Valencia CF",10500000,26000,68,69,76,1
154472,"Jorge Molina",36,"Spain","Getafe CF",3200000,20000,41,64,90,1
181098,"M. Hasebe",34,"Japan","Eintracht Frankfurt",2700000,31000,52,70,68,2
185195,"O. Ighalo",29,"Nigeria","Changchun Yatai FC",9e+06,16000,81,78,78,1
188268,"L. Acosta",30,"Argentina","Club Atlético Lanús",8500000,22000,93,71,40,1
188524,"V. Babacan",29,"Turkey","Medipol Başakşehir FK",7e+06,21000,61,38,61,NA
188524,"V. Babacan",29,"Turkey","Medipol Başakşehir FK",7e+06,21000,61,38,61,NA
223597,"R. Aguilar",25,"France","Montpellier HSC",9500000,23000,82,83,58,1
227950,"Yeray",23,"Spain","Athletic Club de Bilbao",10500000,19000,67,71,76,2
50542,"J. Defoe",35,"England","Bournemouth",4100000,49000,63,55,54,2
164464,"B. Wright-Phillips",33,"England","New York Red Bulls",5500000,11000,74,75,65,1
235889,"C. Ünder",20,"Turkey","Roma",14500000,46000,80,61,54,1
183666,"Roberto",32,"Spain","RCD Espanyol",5e+06,21000,48,32,78,NA
205427,"Djaniny",27,"Cape Verde","Al Ahli",10500000,42000,85,82,81,1
200054,"Pedro Obiang",26,"Spain","West Ham United",9e+06,65000,66,76,75,2
206198,"D. Heintz",24,"Germany","SC Freiburg",9500000,20000,68,69,83,2
142966,"J. Dátolo",34,"Argentina","Club Atlético Banfield",4500000,17000,66,73,66,1
226166,"N. Mukiele",20,"France","RB Leipzig",1.2e+07,30000,82,69,79,1
157304,"T. Vermaelen",32,"Belgium","FC Barcelona",5e+06,110000,64,52,79,3
230524,"Formosandrinho",26,"Brazil","Botafogo",9500000,26000,81,61,72,1
213629,"E. Pulgar",24,"Chile","Bologna",1e+07,26000,67,84,77,1
187517,"V. Vasin",29,"Russia","PFC CSKA Moscow",7e+06,1000,66,76,86,1
212096,"V. Grifo",25,"Italy","TSG 1899 Hoffenheim",1.1e+07,33000,66,72,62,1
143745,"A. Turan",31,"Turkey","Medipol Başakşehir FK",7500000,120000,68,59,68,3
170370,"J. dos Santos",28,"Mexico","LA Galaxy",9e+06,10000,68,78,65,1
183426,"D. Schwaab",29,"Germany","PSV",7e+06,16000,72,74,76,2
188802,"M. Schmelzer",30,"Germany","Borussia Dortmund",6500000,43000,78,82,75,2
202884,"L. Spinazzola",25,"Italy","Juventus",1.1e+07,80000,83,89,72,2
189060,"A. Dragović",27,"Austria","Bayer 04 Leverkusen",7500000,50000,67,68,80,2
193158,"D. Pröpper",26,"Netherlands","Brighton & Hove Albion",10500000,47000,62,88,67,2
199559,"R. Inglese",26,"Italy","Parma",1.1e+07,60000,69,66,85,2
201095,"A. Marchesín",30,"Argentina","Club América",5500000,43000,52,38,59,NA
158856,"C. Gentner",32,"Germany","VfB Stuttgart",6500000,34000,39,85,79,2
188041,"Rafael Carioca",29,"Brazil","Tigres U.A.N.L.",8500000,54000,76,85,64,1
200332,"T. Koubek",25,"Czech Republic","Stade Rennais FC",8e+06,23000,27,28,66,NA
189324,"A. McCarthy",28,"England","Southampton",7e+06,37000,56,35,63,NA
191628,"L. Chichizola",28,"Argentina","Getafe CF",7e+06,19000,54,31,52,NA
229261,"D. Zakaria",21,"Switzerland","Borussia Mönchengladbach",13500000,21000,86,79,83,1
229773,"G. Dzhikiya",24,"Russia","Spartak Moscow",10500000,1000,75,72,86,1
212878,"N. Castillo",25,"Chile","SL Benfica",1.2e+07,14000,68,69,88,2
213135,"D. Origi",23,"Belgium","Liverpool",1.2e+07,83000,79,65,76,2
205201,"O. Yokuşlu",24,"Turkey","RC Celta",10500000,19000,74,87,83,1
206225,"D. Cheryshev",27,"Russia","Valencia CF",9500000,31000,79,65,67,2
212626,"D. Selke",23,"Germany","Hertha BSC",12500000,27000,76,74,77,1
215699,"Y. Sabaly",25,"Senegal","FC Girondins de Bordeaux",9e+06,35000,77,77,67,2
237715,"P. Cutrone",20,"Italy","Milan",1.6e+07,62000,77,72,74,1
139668,"F. Marchetti",35,"Italy","Genoa",2100000,9000,50,34,62,NA
212886,"W. Cyprien",23,"France","OGC Nice",12500000,28000,77,79,77,2
165526,"G. Paletta",32,"Italy","Jiangsu Suning FC",5e+06,20000,34,73,88,3
175254,"F. Caicedo",29,"Ecuador","Lazio",9e+06,51000,69,54,90,2
213655,"A. Iwobi",22,"Nigeria","Arsenal",1.2e+07,76000,77,74,70,1
199577,"Sergi Gómez",26,"Spain","Sevilla FC",1e+07,16000,34,65,77,1
186521,"B. Espinosa",28,"Colombia","Girona FC",7e+06,29000,51,61,84,1
211354,"M. Benassi",23,"Italy","Fiorentina",11500000,45000,68,79,75,2
53914,"P. Jagielka",35,"England","Everton",2100000,53000,51,50,77,2
190875,"J. Kucka",31,"Slovakia","Trabzonspor",7500000,32000,65,87,90,2
201884,"R. Brady",26,"Republic of Ireland","Burnley",10500000,52000,78,74,64,1
176285,"W. Reid",29,"New Zealand","West Ham United",7e+06,68000,68,64,81,2
201118,"Cédric",26,"Portugal","Southampton",8500000,43000,78,86,62,2
168607,"Rafinha",32,"Brazil","FC Bayern München",4900000,57000,78,71,53,2
182945,"M. Gradel",30,"Ivory Coast","Toulouse Football Club",8500000,30000,84,71,55,2
213666,"R. Loftus-Cheek",22,"England","Chelsea",1.3e+07,76000,74,75,80,1
182179,"S. De Maio",31,"France","Bologna",6e+06,30000,67,63,92,2
134820,"S. Brown",33,"Scotland","Celtic",3600000,47000,68,87,77,2
215716,"A. Mitrović",23,"Serbia","Fulham",1.2e+07,52000,64,62,88,1
152996,"P. Skjelbred",31,"Norway","Hertha BSC",6e+06,26000,63,86,66,2
152997,"D. Cvitanich",34,"Argentina","Club Atlético Banfield",4700000,19000,62,69,75,2
152997,"D. Cvitanich",34,"Argentina","Club Atlético Banfield",4700000,19000,62,69,75,2
224933,"K. Lasagna",25,"Italy","Udinese",11500000,29000,88,69,69,2
152999,"R. Palacio",36,"Argentina","Bologna",3200000,27000,77,65,61,2
224425,"M. Wolf",23,"Germany","Borussia Dortmund",1.2e+07,41000,86,86,68,2
152747,"A. Lennon",31,"England","Burnley",8e+06,52000,81,66,54,2
199852,"N. Jørgensen",27,"Denmark","Feyenoord",10500000,17000,73,81,84,2
207791,"Y. Poulsen",24,"Denmark","RB Leipzig",11500000,45000,85,86,78,2
225199,"V. Koziello",22,"France","1. FC Köln",1.2e+07,20000,75,76,34,2
207537,"J. Lukaku",23,"Belgium","Lazio",11500000,39000,93,76,84,2
225713,"J. Augustin",21,"France","RB Leipzig",13500000,39000,87,66,66,1
230578,"M. Diakhaby",21,"France","Valencia CF",1.1e+07,22000,59,75,82,1
193714,"N. Pejčinović",30,"Serbia","Changchun Yatai FC",6500000,13000,62,71,80,2
232883,"G. Shibasaki",26,"Japan","Getafe CF",1.1e+07,24000,67,74,60,1
206516,"W. Hughes",23,"England","Watford",12500000,45000,59,74,59,1
211381,"S. Boufal",24,"Morocco","RC Celta",11500000,45000,79,67,40,2
226229,"T. Kehrer",21,"Germany","Paris Saint-Germain",1.1e+07,43000,76,74,70,1
184501,"M. Lang",27,"Switzerland","Borussia Mönchengladbach",8e+06,26000,76,85,79,1
220854,"E. Gutiérrez",23,"Mexico","PSV",1.3e+07,15000,76,91,62,1
188086,"Jefferson",29,"Brazil","Sporting CP",6500000,14000,74,91,71,2
215223,"W. Benítez",25,"Argentina","OGC Nice",8e+06,23000,48,42,80,NA
204472,"B. Sarr",26,"France","Olympique de Marseille",9e+06,40000,83,77,68,1
166072,"Danilo",34,"Brazil","Bologna",2700000,26000,53,42,71,2
176571,"A. Ayew",28,"Ghana","Fenerbahçe SK",9e+06,35000,75,84,69,3
183483,"K. Mitroglou",30,"Greece","Olympique de Marseille",8500000,47000,62,63,86,3
198077,"P. Herrmann",27,"Germany","Borussia Mönchengladbach",9500000,29000,82,64,56,2
232381,"Wesley",21,"Brazil","Club Brugge KV",13500000,20000,79,74,95,1
208574,"F. Kostić",25,"Serbia","Eintracht Frankfurt",1.1e+07,16000,87,74,74,2
193470,"A. Souquet",26,"France","KAA Gent",8500000,21000,74,75,70,2
207807,"R. Fraser",24,"Scotland","Bournemouth",11500000,52000,87,72,38,1
190143,"Cote",28,"Spain","SD Eibar",7e+06,23000,75,74,66,1
231361,"J. Gnagnon",21,"France","Sevilla FC",11500000,12000,66,65,87,1
178625,"Mosquera",30,"Spain","Deportivo de La Coruña",6500000,11000,35,85,67,2
201922,"M. Hinteregger",25,"Austria","FC Augsburg",9500000,23000,71,72,83,2
221634,"L. Acosta",24,"Argentina","DC United",1.1e+07,8000,78,76,49,1
225474,"Sidcley",25,"Brazil","Dynamo Kyiv",9e+06,1000,83,83,71,1
183491,"M. Jørgensen",28,"Denmark","Huddersfield Town",8500000,45000,68,66,82,1
186307,"M. Fabián",28,"Mexico","Eintracht Frankfurt",9e+06,36000,66,71,64,2
192708,"Carlos Eduardo",28,"Brazil","Al Hilal",9e+06,41000,74,68,78,2
115909,"Rubén Castro",37,"Spain","UD Las Palmas",3200000,11000,73,62,57,2
212678,"L. Augustinsson",24,"Sweden","SV Werder Bremen",1e+07,22000,79,89,65,1
140233,"G. Ochoa",32,"Mexico","Standard de Liège",5e+06,13000,50,34,56,NA
223689,"W. Weghorst",25,"Netherlands","VfL Wolfsburg",1.1e+07,45000,69,84,86,1
172233,"P. Hetemaj",31,"Finland","Chievo Verona",7500000,19000,74,88,67,2
208330,"A. Januzaj",23,"Belgium","Real Sociedad",1.2e+07,27000,75,68,59,1
238794,"Vinícius Júnior",17,"Brazil","Real Madrid",17500000,66000,94,79,54,1
138699,"B. Džemaili",32,"Switzerland","Bologna",6500000,33000,65,77,67,2
211147,"V. Lazaro",22,"Austria","Hertha BSC",1.2e+07,25000,86,65,64,1
192715,"Juanpe",27,"Spain","Girona FC",8500000,27000,63,71,78,1
203980,"K. Fortounis",25,"Greece","Olympiacos CFP",1.1e+07,1000,77,65,66,2
189390,"B. Oczipka",29,"Germany","FC Schalke 04",6500000,30000,76,79,77,2
199633,"M. Lowton",29,"England","Burnley",6500000,50000,70,79,73,1
169426,"Barragán",31,"Spain","Real Betis",6e+06,22000,71,77,73,1
190674,"B. André",27,"France","Stade Rennais FC",9e+06,32000,73,81,77,2
201939,"C. Piccini",25,"Italy","Valencia CF",9e+06,29000,76,81,78,1
216531,"Paulinho",25,"Portugal","SC Braga",1.1e+07,16000,68,74,82,1
230613,"A. Diawara",20,"Guinea","Napoli",1.4e+07,41000,70,84,70,2
182744,"J. Holebas",34,"Greece","Watford",2500000,47000,76,79,73,2
183512,"Yuri Berchiche",28,"Spain","Athletic Club de Bilbao",7e+06,23000,77,82,77,2
212442,"José Sá",25,"Portugal","Olympiacos CFP",8500000,1000,48,34,70,NA
